,tweet,hashtags,ref_user,urls,label
2443,officially retarded thing ever posted compiles data,,user,,0.0
2444,car starting like faggot called father help luckily knew exactly wrong u,,url,,0.0
2445,yall enough energy call someone faggot reply negativity,,user user url,,0.0
2446,go strip club man gonna cunt waitress woman walks stay,,url,,0.0
2447,entering age retarded terrorists,,,,0.0
2448,stoplight minute turned green guy next flicked called spic,,url,,0.0
2449,cunt huge following,,user url,,0.0
2450,god knows californians unstable think california could one shithole coun,,user user url,,0.0
2451,day drags much shift mongy people get home,,,,1.0
2452,hotdog still retarded little brother fast food best ones la n,,user url,,0.0
2453,slick rick leeds twat,,user,,0.0
2454,actually got luckier maca best wee baldy retard,,url,,0.0
2455,relieved duties commander faggot,,,,0.0
2456,calling someone cumrag nothing slur raghead complete knob,,user user user,,0.0
2457,freemp4cumshotmovies panties mouth facial nigger fucked pregnant,,url,,1.0
2458,yes im aware im seeing lot controversy understand,,user user,,1.0
2459,everyone would love twat boss carried,,user,,1.0
2460,twat,,user,,0.0
2461,little nigger make moooves,,user,,1.0
2462,dont give f ck little ching chong k pop dude hopefully next life actually see sing,,user,,1.0
2463,better get raghead political agendas hes going look muslims brotherhood kid,,url,,1.0
2464,brave twat shooting sleeping animal idiots stop,,user,,0.0
2465,good time remember trump asked accepting many refugees shithole countries rich l,,url,,1.0
2466,eurafrica 100 white,,user,,1.0
2467,feminazi fake news,,user,,1.0
2468,according every twat facebook twitter leicester city owner dead ffs get confirmed bef,,url,,0.0
2469,bye bye streaming career cunt,,url,,0.0
2470,twat gonna twat,,user,,0.0
2471,quality ching chong delicacy,,url,,1.0
2472,jesus christ im retarded,,,,0.0
2473,white wanna dress spic halloween go ahead give two shits real mexicans laug,,url,,1.0
2474,youre still nigger,,url,,1.0
2475,got banned calling terf retard apparently okay,,user user,,0.0
2476,oomf mexican called nigger,,,,1.0
2477,u always try expose het im dyke bones,,user,,0.0
2478,fucking idiotic manager ive never liked makes retarded decisions,,user,,0.0
2479,disrespectful twat start celebrating christmas remembrance day,,,,0.0
2480,maybe rebuild shithole countries marcus garvey told nnrepatriate,,url,,1.0
2481,new york illegal father call son faggot queer effort curb girlie behavior,,,,0.0
2482,think genuine consensus todays game fucking smash steven naismiths twat,,,,0.0
2483,hang cunt throw bricks slowly chokes death,,user user,,0.0
2484,saw extraordinary black teen years ago slightly retarded face touch mo,,url,,0.0
2485,incoherent twat,,user user,,0.0
2486,know sucks white lol yall made word nigger nigga amp yall cant even say,,,,1.0
2487,dont want white people using word nigger maybe stop using time,,,,1.0
2488,nbooksnmanansalanchaucernbracesnsmilenmongoloid hahahahahaniced coffeenatashanalliah friends,,user,,0.0
2489,holy fucking balls holier thow twat nugget,,user,,0.0
2490,thats getting crying crying retard blks across street lmfaoo hahahahahahaha n,,url,,1.0
2491,ars expensive ny well look absolutely retarded h,,user user url,,0.0
2492,martha mcsally win election im gonna assume yall retarded im moving states,,,,0.0
2493,retarded,,user user,,0.0
2494,whoever runs page actually retarded ud take andre roberson 1st rounder 4 1st,,user url,,0.0
2495,huh see go ching chong ling long guess,,user,,1.0
2496,wanna know twat shot read social media pages like r,synagogue antisemitic,user url,,1.0
2497,children outside car saying fuck calling kid school faggot right front mother,,url,,0.0
2498,cunt wrong society get format fucking disgrace,,user user url,,0.0
2499,feminazi review check,,user,,0.0
2500,fuckin cunt,,user,,0.0
2501,really start chopping dyke,,,,0.0
2502,touch scarf thats paul smith twat,,,,0.0
2503,dick making retarded lydia k,,,,0.0
2504,white people like learn english go back country cant tell difference,,url,,1.0
2505,tune facebook live video got cussed slam called faggot also told suck,,url,,0.0
2506,says stupid cunt wants strip americans rights hey needs freedom,,url,,0.0
2507,course dishonest leftist moron outright terrorist sympathizer would fall u,,user url,,0.0
2508,fuck u depressed nigger,,user,,1.0
2509,complicit 1 2 sentient botox injectionnnyou wanna take twat work knowingl,,user user url,,0.0
2510,dick van dyke yes thought,,user,,0.0
2511,see ur retarded ass doin shit like,,user url,,0.0
2512,much hate photo tho report harder mongy chops ill open another account,,,,0.0
2513,sos nearly called woman cunt driving mum car say im still shaking rage cunt,,,,0.0
2514,thats pretty retarded tweet,,user,,0.0
2515,loving part six year olds life quite cant read perfectly cant cunt,,,,0.0
2516,lol got negro ass right outta,,url,,1.0
2517,aliens actually retarded,,,,0.0
2518,cunt,,user,,1.0
2519,unconscionable abattoir retarded children bmc led faux san kestus feyamo never understand wha,,url,,0.0
2520,whats soup taker,,user user,,0.0
2521,strange fruit comic super negro white guilt,,url,,1.0
2522,lance stephenson got retard strength,,,,0.0
2523,sometimes wake feeling like cunt drinking much night remember bad,,url,,0.0
2524,help fast chinaman,,url,,1.0
2525,oh cool npc hitman 2016 run scream way retarded mister think im r,,url,,0.0
2526,listened earlier hahaha even tho hes cunt half mongy fans,,user user,,0.0
2527,rapes increase due influx primitive immigrants kicks save day,capitalism,url,,1.0
2528,trump follower nnim shitn one damn bit forest trump getn rid kastogie raghead reporter,,url,,1.0
2529,shut egocentric twat loathe unprincipled people like,,user,,0.0
2530,everything said take back kids gone turn strong retarded,,user,,0.0
2531,retarded mod banned fucking year literally valid evidence server come lmao,,user,,0.0
2532,complete twat lmao could learn edit edit teamtage think,,user url,,0.0
2533,yeah nowadays much make eye contact feminazi gonna accuse rape,,user,,0.0
2534,big retard,,user user,,0.0
2535,jesus raghead,,user,,1.0
2536,lsu contention title retard nni would call 1st class,,user,,0.0
2537,losing teeth today cunt address everywhere,,user user,,0.0
2538,else tempest good anymore ajax straight retarded game,,user user url,,0.0
2539,retarded,,url,,1.0
2540,sounds like chinaman saying brexit,,user,,1.0
2541,ice operation spanning michigan ohio results 105 arrests criminal illegal aliens,,,,1.0
2542,well represent really shithole district streets filled shit illegal aliens,,user user,,1.0
2543,people retarded af call 12 talking wreck,,,,0.0
2544,theme herencolornhaiti africa shithole countriesnmexico drug dealers amp rapistsnpuerto rico didnt g,,url,,1.0
2545,karma absolute shit cunt never forget,avfc,url,,0.0
2546,retweeted tweet replied retweet ive tagged entire time retard,,user user,,0.0
2547,dis retarded ass coach understand rondo fit certain lineups stick w,,url,,0.0
2548,dont speak ching chong 1,,user,,1.0
2549,somebody braid hair im retarded,,,,0.0
2550,live trailor raghead,,user user user user user,,1.0
2551,cow demands sexist bullies feminazi whipped,,user url,,0.0
2552,thats point shithole country get become,,user user user url,,1.0
2553,ugly ass bitch fat pig delete shit cunt bottom barrel faggot,,user,,0.0
2554,question walking thousands miles get away shithole country shithol,,url,,1.0
2555,ching chong,,url,,1.0
2556,haha ching chong butt hurt needs baby powder mom n,,user user url,,1.0
2557,aint gaf abt puerto rico gay black brown shithole countriesnwomen pussies mad,,user user,,0.0
2558,anything probably gayest entire faggot group mos,,user user user url,,0.0
2559,suspicious bombs would make sense false flag,,user user url,,1.0
2560,dude white leftists j,,user user user user user user url,,0.0
2561,time agree retard,,url,,0.0
2562,anime stans calling bts ching chong fuck selective racism shit add,,,,1.0
2563,cancer fucking cunt,,,,0.0
2564,randalicious retard,,,,0.0
2565,gareth massive twat,mafsnz,,,0.0
2566,good disrupt commerce dead raghead,,user url,,1.0
2567,word reviews refugees,,url,,1.0
2568,really wish chinaman blown dog gamergate,,,,1.0
2569,peeped lmao im retarded,,user user,,0.0
2570,think makes sense give immigrants access healthcare education seeing thats usually co,,url,,1.0
2571,naruto ino certainly altaic retard,,,,0.0
2572,fuck twat,,url,,0.0
2573,banter excuse 14 year old boy uses twat class,,url,,0.0
2574,twat,,user,,0.0
2575,son bitch twat trump,,,,0.0
2576,us went legally built companies shithole countries need work shith,,url,,1.0
2577,okay retard,,user user user user,,0.0
2578,ight goodnight alexa play ching chong bitch woahhvicky,,,,1.0
2579,faggot next gym sox fan everyone looking like hes retarded,,,,0.0
2580,wanna fuck dyke bad,,,,0.0
2581,azerbaijan sucks want get hell country never come back shithole,,,,1.0
2582,acting like faggot neva get back,,,,0.0
2583,imagine president without simple academic qualifications see country shithole lies,,,,1.0
2584,people shithole countries behave,,user user,,1.0
2585,putted typical mongy hobbo spelling,,user,,0.0
2586,senator spartacus never taken seriously presidential candidate hes much mongoloid,,,,1.0
2587,bar playing africa toto like edm version,,,,1.0
2588,added video playlist martin garrix animals dj fatals despicable mash,,user url,,0.0
2589,dem bernie retard totally shoot republicans congressional baseball game anything,,user,,0.0
2590,remember time ellen degenerate paid spic security guard,,user user user user url,,1.0
2591,dirty fucking cuntid like coat jam bury ants nest,,user,,0.0
2592,hey know whats difference fucking faggot faggot gay,,user url,,0.0
2593,hate word nigger nigga else inappropriate behavior described nigga behaviour,,url,,1.0
2594,gt defending torbannholy shit talk fighting battle allready lost guy retard accounts,,user,,0.0
2595,n according studies n huge cunt,,user,,0.0
2596,finally understand feminazi,,,,0.0
2597,appeal red scare hosts retarded worst people internet mad constantly,,,,1.0
2598,idgaf potato nigger says,,user,,1.0
2599,good news im afraid feminazi man hater,,,,0.0
2600,parents immigrants well germany went process legally dont,,user url,,1.0
2601,okay white tho,,url,,1.0
2602,cant figure anyone ever said wasnt okay white mean always,,user url,,1.0
2603,read feminazi lines theyre stupid realize theyre used set,,user user,,0.0
2604,drop hard might next negro spiritual last new years eve,,,,1.0
2605,line thinking dylan said crazy nigger hurricane thin,,user url,,1.0
2606,well maybe im faggot america,greenday,,,1.0
2607,hidious cunt wanna know haters fuckhead number 1,,url,,0.0
2608,kind retard tells kid share,,,,0.0
2609,russia shithole country,,user user,,1.0
2610,theyre parasites came shithole countries need stay shithole countries,,user user,,1.0
2611,shadman bone nigger edited,,,,1.0
2612,bunch soy boys feminazis paid soros,,user,,0.0
2613,first time called dirty jew oldest son hat day school wanted wear kippah talk,,user,,1.0
2614,miss skinny xans retarded,,,,0.0
2615,listen cunt decide anything mackerel lololol,,,,0.0
2616,political alignment musical merit wanna argue keep lil nigger lips shut,,url,,1.0
2617,put pause sermon n locked church doors beat ur ass pastor tj boxes jesus nigger,,url,,0.0
2618,get banned cunt,,url,,0.0
2619,yeh cunt x,,user,,0.0
2620,yeah nah fucking dumb cunt,,url,,0.0
2621,shithole country,,url,,1.0
2622,yes mental retard,,user,,0.0
2623,helmet makes look like retarded black chihuahua n wildcatnn,erikkubot,,,0.0
2624,sven playing aggro jg like wanted wild retard jungle put blaber,,,,1.0
2625,yeah thought trying sincere well full retard hes gotta clarify meant,,user,,0.0
2626,hahahaha mongy stoke fan possibly say,,url,,1.0
2627,could pompous arrogant twat ever run country,,url,,0.0
2628,faggot drained point offer 1 dollar,findom cashfag humanatm,url,,0.0
2629,sick mental retard,,user url,,0.0
2630,floppy eared dog girls like oh ears falling gay retarded cancer dog,,user user,,0.0
2631,ya meeting nonces ya mongy,,user,,0.0
2632,since ur dumbass fuckin retarded let try educate bit peop,,user user user url,,0.0
2633,see retarded,,user,,0.0
2634,called country parents birth shithole sh,,user user user user url,,1.0
2635,hi im mike gundy im little twat mullet shit,,,,0.0
2636,always trick watching things love interest emotionally closed cunt yeah,,url,,0.0
2637,life threw fuckboy see im still retarded im,,,,0.0
2638,trump jr ends jail hunted instead defenseless animals africa,,user user,,0.0
2639,would wanna called spic return,,url,,0.0
2640,grants 500k immigrants,portland attorneyfees,url,,1.0
2641,quite possibly retarded response ive ever seen,,user user user,,0.0
2642,hes retard,,user,,1.0
2643,mom told hold pee bc would pass went kind retard logic,,,,0.0
2644,clear faggot mean gay instance use head man,,user user user user,,0.0
2645,criss cross arm dance little white boys love new way calling someone faggot,,,,0.0
2646,wondering rhat negro,,url,,1.0
2647,however want repeat history people think superior shithole countries h,,url,,1.0
2648,swear nigga retarded bruh,,url,,0.0
2649,know majority white saying sheesh get grip okay white okay gay j,,url,,1.0
2650,possible leg breaker dirty twat mark noble,,url,,1.0
2651,mom talking queefing twat farts shit hit fan,,user,,0.0
2652,drinking morning tea song spic jumped,,url,,1.0
2653,get cancer spic,,url,,1.0
2654,10th mongol derby longest toughest horse race world 1000 km across mo,,user url,,0.0
2655,,,user user user user user user user user user user url,,0.0
2656,right wing conspiracy theorist said weeks mail bombs leftists going midterms,,url,,0.0
2657,love already tall modelo negro ready arrive knows well,,user,,1.0
2658,amp hysterical cabal reached new low,feminazi,user,,0.0
2659,deluded cunt know,,user,,0.0
2660,comedian amp retarded,,url,,0.0
2661,keep mind im negro open mind got screen door lajshshsnnsnsndndnnxncnxnxnxnx nah birdman mightve point,,,,1.0
2662,congress party nurture nourished dynasty corruption illegal immigrants bangladesh musl,,url,,1.0
2663,go today lazy cleaned place huhuhu feels nice seeing spic span esp carpet,,url,,0.0
2664,jose masterclass good performance thing wouldve topped jose ddting fucking mongy c,,url,,1.0
2665,tf adds someone gc full latinx call nigger pieces shit get beat tf wrong one,,,,1.0
2666,chin chin im surprised could even get gfnnamanda yeah well fuck u u fucking burnt turd faggot weve almos,,url,,0.0
2667,blind chinaman could offensive coordinator,,user,,1.0
2668,twat invest though interest free,,user user user user user url,,0.0
2669,amen made mongoloid play smoke last night scrim shane kid killed men,,user url,,1.0
2670,shithole country thats u called usnow sitting watching,,user,,1.0
2671,brexit cunt tricking us come back strap vests probably kids blow us f,,url,,0.0
2672,0 stupid little retard,,url,,0.0
2673,get prayer ometer,retard,user user,,0.0
2674,casey frey dude whatever mess around call one yall nigger dont say didnt warn u,,,,1.0
2675,make joke incident leicesters owner nnyoure sick cunt,,,,0.0
2676,gay pussy retard,,,,1.0
2677,better flames nigger,,user user,,1.0
2678,banter cunt,,url,,0.0
2679,thought less presidential nhate attacks encouraged cuntand hes giving baseba,,url,,0.0
2680,msnbc fuckin retarded every states man woman discards umbrella way really fuc,,url,,0.0
2681,mongy fans decided nick wednesday use forest lots fus,,user url,,0.0
2682,ooga booga chinaman,,user,,1.0
2683,forms dumbest fucking spic ive ever met,,,,1.0
2684,pread faggot internet frre sharerepostretwittmake famous,,url,,0.0
2685,sounds like shithole country,,url,,1.0
2686,one days one illegal aliens r going bring deadly disease kill half c,,user url,,1.0
2687,wait california going let illegal aliens serve public office,,url,,1.0
2688,wayne said keep mind im negro open mind gotta screen door felt,,,,1.0
2689,went back home 20 yearsnwas dream live country retarded ignorant inbred monkeys,,url,,0.0
2690,manny machado twat,,,,0.0
2691,difference refugees migrant workers latter return home,,user user url,,1.0
2692,picture called ching chong asked eat dogs lmfaoo,,url,,1.0
2693,argh bon anniv en retard,,user,,0.0
2694,females look retarded keep taking back nigga clearly want,,,,0.0
2695,look clever fair twat,,user,,1.0
2696,imagine boyfriend blocking everything everytime goes weird cunt,,,,0.0
2697,fucking twat,,user,,0.0
2698,correct one ching chong shanghai treeesh,,user,,1.0
2699,hes dropped hes poorly illness mongy,,user user,,0.0
2700,holy shit models actually tell forget breath hot chicks really retarded,luxurycard,,,0.0
2701,war offensive speech retarded counterproductive war drugs tend co,,url,,1.0
2702,wrote brain cells retard fucking blind lmfao im done,,user,,0.0
2703,okay niggernits okay wetbacknits okay faggotnits okay gooknits okay,,url,,0.0
2704,answer last question,looneyleftys despicabledemocrats hollywoodhasbeens hollywoodhypocrites,url,,0.0
2705,pls go die u retard gimme kiss,,url,,0.0
2706,true mean never called spick wetback white suprematists th,,user user url,,1.0
2707,sebastian stan come south africa specifically cape town greek attire would highly appreciated,,,,1.0
2708,sensitive fragile get block next iterations two twat,,user user user url,,0.0
2709,retard,,,,0.0
2710,looks like full ass dyke,,user,,0.0
2711,r word mean retard,,user,,0.0
2712,like clockwork white liberals applaud diplomatic magic negro patience,,user url,,1.0
2713,dont enough gook ching chong badly,,user,,1.0
2714,honestly cunt leather fuck already man,,,,0.0
2715,hey man full offense fucking shabbat like double gun zone fucking twat,,url,,0.0
2716,relax faggot course thoughts amp prayers one asked tweet th,,user user url,,0.0
2717,think orthodox spin getting dull leggie chinaman spinners getting overrated,,user,,1.0
2718,ching chong bong lmaooo,,user,,1.0
2719,almost going today via sling another day life shithole country,pgh,user,,1.0
2720,lmao bruh u one obsessed faggot ass,,user,,0.0
2721,man said im negro open mind got screen door,,user,,1.0
2722,consider lucky fucking retarded,,user user,,0.0
2723,mean selling country flooding fighting age immigrants human trafficke,,user url,,1.0
2724,fuck suicide male prostitute rubbish chinaman lee hsien loong imagining,,user user url,,1.0
2725,u look like dyke,,url,,0.0
2726,look mongoloid two f cking years later hes cracked real f cking alfred eimstime,,url,,0.0
2727,twat,,,,0.0
2728,soppy cunt,,url,,0.0
2729,goddess wants goddess gets good pig faggot went biggest good job faggot 50000l,,user url,,1.0
2730,wealthy would immigrants told lie assets intentions even identity cbc news,,url,,1.0
2731,stupid cunt,,user,,0.0
2732,send africa soon,,url,,1.0
2733,different saying dur dur durrrrr mock mentally challenged people ching chong ch,,user url,,0.0
2734,ace come yo mad spic ass,,url,,1.0
2735,cuz guess faggot made blue print,,,,0.0
2736,god bless illegal aliens,,,,1.0
2737,aye spic promo,,user user,,0.0
2738,ching chong music owo,,user,,1.0
2739,u cheat tourney ur basically massive faggot,,,,0.0
2740,msmntrump nazi jew killer nthey gone full retard,,,,0.0
2741,hnoomf retweet last tweet faggot,,url,,0.0
2742,cool next time shithole country issue internal strife le,,user user user url,,1.0
2743,sick little cunt,,user user,,0.0
2744,right 1 retard got fucking live support,,user,,0.0
2745,illegal organ harvesting rampant egypt refugees main target,africa egypt middleeast,url,,1.0
2746,keep get horse full armour lets us commoners twat shit mace,,url,,0.0
2747,ted canadian cuban father wanted hunt 12 million immigrants deport solution lol fuck ted cruz,,,,1.0
2748,mc raghead million times better,,user user,,0.0
2749,really hot cock need cock sissy faggot mouth ass,,url,,0.0
2750,absolute twat,,user,,0.0
2751,gotta mongoloid ask question trolling either way aint chief,,url,,1.0
2752,k im done one use word spooky anymore retarded,,,,0.0
2753,yeah would def call spic,,url,,1.0
2754,ive seriously never seen bigger faggot pewwi,,,,0.0
2755,cunt pumpkin picking,,,,0.0
2756,illegal aliens voting elections,,url,,1.0
2757,also answered retard question u like cos hurts little wig,,user user url,,0.0
2758,whats shameful mother raised retard,,url,,0.0
2759,u absolute mongy dongy doo face,,,,0.0
2760,pussy wetter back spic,,user,,1.0
2761,okay asked reply retard,,user,,0.0
2762,mean shithole country,,url,,1.0
2763,might ugly least aint retarded lol jokes u,,,,0.0
2764,fag tax friday faggot whos serving size 11s,,url,,0.0
2765,look like said faggot shit like dat,,user,,1.0
2766,people caravan sold bill goods escape shithole countries,,user user url,,1.0
2767,turning great country one shithole countries,,user url,,1.0
2768,days end mine spic amp span clean,,url,,1.0
2769,sign sexy dreamy cunt already,,url,,0.0
2770,crusader mongol,,user,,1.0
2771,fat retard gon win dis money big mac,,user user user user user user,,0.0
2772,fuckin retard,logofftwitter,url,,0.0
2773,idgaf talk talk motherfuccin self bitch im retarded,,,,0.0
2774,dave roberts retarded,,url,,0.0
2775,wouldnt surprised find 3rd party make movies kind plot raghead plac,,user url,,1.0
2776,come randy get speed dead raghead reporter last years news mov,,user user user url,,0.0
2777,shut faggot,,user user,,0.0
2778,feminazis scaring away decent men soon nobody want anything w,,user url,,0.0
2779,third world shithole compared western countries,,user user user user user,,1.0
2780,man hater feminazi,,user,,0.0
2781,nobody likes ching chong group,,user user,,1.0
2782,good name manchester utd full fume hairy hands mongy burk,,user,,1.0
2783,im jump tonight need talk sick cunt,,user user,,0.0
2784,care religion hes twat little girl,,user user url,,0.0
2785,dave galactic faggot,,,,0.0
2786,mongol kid amp camel loving life,,url,,1.0
2787,bwaaaahaahaa pure comedy gold 15 year old twat thought,,user user user user url,,0.0
2788,retard stop sending slurs,,url,,0.0
2789,son amazing l cant believe l purpose l thought retarded get strap,,url,,0.0
2790,happy birthday faggot,,user,,1.0
2791,vote bring back word retard,,url,,0.0
2792,thats spelt movie quoting retard,,user,,0.0
2793,gonna great chinaman,,user user,,1.0
2794,representative shithole countries man tremendous courage grit may someday recognized right side song girls,,,,1.0
2795,call ching chong gay shit,artwork china,url,,1.0
2796,cheating cunt,,user,,1.0
2797,lets get weeb ching chong anime melonpan read,,url,,1.0
2798,weapon war retard shoot glock fast armalite rifle ar,,url,,0.0
2799,evidence shithole country land amp going leave evidence sacred rivers lakes oc,,user url,,0.0
2800,talkin likes negro big niggas chicken waffles lives least fam,,user,,1.0
2801,shut fat sweaty mongoloid never get higher stan,southpark,,,0.0
2802,dyke offensive gay community,themoreyouknow,,,1.0
2803,twat anymore questions,,user,,0.0
2804,theres unfollow button queer cunt one asked read bitch boy,,user,,0.0
2805,okay white like okay blackbrown yellow,,user,,1.0
2806,ching chong ching chong rng lost g2 lets flame ching chong ching chong,,user,,1.0
2807,cunt insomnia dont poke bear today,clocksback,url,,0.0
2808,boy child slave looking ass unfunny spic ass beaner ass ass titty sucking unfunny gook ass,,user url,,1.0
2809,check discord retard,,user,,0.0
2810,bet legend make edit negro getting bodied,,user user,,1.0
2811,act normal girls notice act retarded girls think im retarded thats skill,,url,,1.0
2812,2 boycott,,user user user user user user user user user url,,0.0
2813,moji spic picture,,,,1.0
2814,check twat,,user url,,0.0
2815,fuck turn weird cunt tell daughter go make friends mongy bitch,,url,,0.0
2816,bout mexicos sending best people fine people sides shithole countries yeah,,user,,1.0
2817,never okay white even thinking making poll,,user,,1.0
2818,people go stop illegal aliens votes,,,,1.0
2819,cunt god,,user,,0.0
2820,negro aint bars idk,,url,,1.0
2821,failing condemn actively promoting bigotry terms shithole countries ring,,user url,,1.0
2822,ching chong ching chong speak english go back country,,,,1.0
2823,wetback spic come racists better offend offend people,,url,,1.0
2824,oh hell im saving dollars help build wall protect us rapey killer illegal aliens,,user,,1.0
2825,never related lyric song well maybe im faggot america im part redneck agenda,,,,1.0
2826,im ur motivation twat,,url,,0.0
2827,canada country old immigrants mixing new immigrants families everywhere try,,user url,,0.0
2828,charming man smiths hits place im think morrissey twat,,,,0.0
2829,nigger,,user,,1.0
2830,twat white house,,user,,0.0
2831,yeah thats going help talk retarded want swarm violent morons storm j,,url,,0.0
2832,cunt ticks worst boxes bow hunter baits animals fingers raised number 1 killing,,url,,0.0
2833,sometimes talk right blessing thats negro blocked,,url,,1.0
2834,fucking twat waffle,,url,,0.0
2835,dm fucking retard,,user,,0.0
2836,translation non ching chong ppl,,user,,1.0
2837,true care illegal aliens muslims anyone americans,,user user,,1.0
2838,twat,,user,,0.0
2839,fire gay bashing nazi cunt ruining roulet district gund cunts,,,,0.0
2840,actually called dirty jew,,,,1.0
2841,never go full retard,,url,,1.0
2842,exactly bro best faggot,,user,,1.0
2843,got called nigger 3rd time week already started lol yall wild,,,,1.0
2844,carries like might beat piers morgan twat decade award,,user,,0.0
2845,nigger talk,,user,,1.0
2846,mexican faggot always ruining shit,,user,,1.0
2847,made another faggot cum wants play cup pong,,,,0.0
2848,trying replace wes hate playa hate game gibbons negro smh,,,,1.0
2849,african nations far shithole countries one got female pres,,user user user url,,0.0
2850,mid 40s smelly psy blk mom trying send retard blk kid goons car nights sleepni camera yet nnreport,,,,1.0
2851,lot people today dems exposed think even illegal aliens dead people vote red,walkingaway,,,1.0
2852,hilarious going time line seeing everyone bash faggot assss nnu clown bro fr fr,,user,,0.0
2853,mentally retard come lies highest order like mentally challanged boss pappu,,user user,,0.0
2854,faggot,,user user,,1.0
2855,bring disease n picked always dewipe deblube n despix,,user user,,1.0
2856,shut fuck stupid bitch ass retard,,user user,,0.0
2857,ching chong ding dong,,url,,1.0
2858,think potato potato ching chong tomato,,user,,1.0
2859,whole hypocrite house nigger,,,,1.0
2860,sorry one takes retard cake,,user user,,0.0
2861,key point christine blasey ford feminazi lawyers carried charade profoundly disresp,,url,,0.0
2862,glad johnson beat lobov hate little midget cunt,,,,0.0
2863,defend illegal aliens support sanctuary cities create racial divide back fund pp tissue,democrats,url,,0.0
2864,remembering retarded fifteen sixteen,,,,0.0
2865,sami wins straight retarded shit,,,,0.0
2866,wish faggot would say anyone fam gonna putting money books next yea,,url,,1.0
2867,need high pitch ching chong song,,user,,1.0
2868,need friends someone epic join stupid cunt whats ur fucking problem shit cunt,,user,,0.0
2869,dude messi plays hockey retard,,user user,,0.0
2870,fucking cunt,,,,0.0
2871,coming thru,,user,,0.0
2872,thankful live europe uk demonstration go back country,,user user,,1.0
2873,guy sounds like twat,,user user,,0.0
2874,person would retard,,user,,0.0
2875,dum stupid retarded milli vanilli muafu zay hitz bi h get poppin stop tryna stop,,,,0.0
2876,trying sell old car bruski casually messages portuguese ching chong shit fam bol,,url,,1.0
2877,bloody hell lock cunt box forever,,user,,0.0
2878,people going feel mongoloid bernie bro,magabomber,url,,1.0
2879,maybe theyre really retarded self aware,,user,,0.0
2880,besides complete mongoloid new spider man suit tho,,,,0.0
2881,fucking dumbass mongoloid calls asshole breath wanna pay tax bag nno k p l,,,,0.0
2882,tell twat thinks f think series great gain lot game watching,,user,,1.0
2883,one blood negro spiritual,,,,1.0
2884,yea kirby smart retard running 2nd 18,,,,1.0
2885,oh hes sick head cunt,,user user user user user user url,,0.0
2886,every star calls u faggot,,,,0.0
2887,one time got called spic soccer game almost hands white dude,,user,,1.0
2888,humor negro,,url,,1.0
2889,spic idiot,,user user,,1.0
2890,think need personal page ig much ratchet retarded shit cant post,,,,0.0
2891,caravan 7000 people shithole countries south america refugees waving,,url,,1.0
2892,really hates club twat,,url,,0.0
2893,translation imagine simply like gay man faggot jew kyke thats world,,,,1.0
2894,wanting protect children sexual harassment abuse makes feminazi ill take,,user user,,0.0
2895,fatima retarded nfatima huh understand,,user,,0.0
2896,ohmygod dude far ass cunt feel sorry anyone donated faggot money,,url,,0.0
2897,try freaking hard get know people hang stream actually care shit twat,,url,,0.0
2898,im rated r retarded,,,,0.0
2899,also retarded attempt joke,,url,,0.0
2900,people listen korean shit bts ching chong dont even understand lyrics plus theyre overrated asf dont,,user,,1.0
2901,lmfaooo aint gun lie dis dead ima frail dyke beat niggaz doe theres dat,,url,,1.0
2902,said leave dirty spic,,,,1.0
2903,twelve hours marathon cleaninga spic n span home finally feet glasses,,url,,1.0
2904,cant even spell delusional twat,,user,,0.0
2905,asian typically mean mongoloid race many people calling pakistani w,,user user user url,,1.0
2906,ching chong 100,newprofilepic,url,,1.0
2907,reason shithole country greed cowardice stupidity,,user user user url,,1.0
2908,total twat,,user,,0.0
2909,get comfortable around gonna think ass retarded,,,,0.0
2910,dirty jew,,,,1.0
2911,negro batshit crazy actually spending money redesign maga hat cuz needed better aestheti,,url,,1.0
2912,rudd narcissistic twatngillard best pm weve h,,user user user user url,,0.0
2913,already know dumb ass fighting negro,,user,,1.0
2914,civilized countries people armed safe usa third world shithole looking,,user user url,,1.0
2915,inbreed mongoloid americanized unamerican brazil military police government good shots got,,url,,0.0
2916,cant believe number retarded jokes heard past couple days though yall 2018,,,,0.0
2917,feminazis,,user,,1.0
2918,kiera knightley bend like beckham made want soccer dyke,,url,,0.0
2919,ok roasted ching chong girl,,,,1.0
2920,ya real deal bitch everything retard smh,,user user,,0.0
2921,says faggot least im dick bag 24 7,,user,,0.0
2922,trump never called middle east shithole countries another lie went saudi arabia love,,user url,,0.0
2923,cunt punting pussies tongues 2019fuck free world wanna build snowman,,url,,0.0
2924,shut ching chong,,user,,1.0
2925,mad ching chong know chinese dirty cheaters need defend team,,user user user,,1.0
2926,mongo mongol monday trying prove point,,,,0.0
2927,yeah ive said word nigga amp spic pissed ive also called gringo amp cracka plenty times sometimes,,url,,1.0
2928,jay inslee reptile faggot,,url,,0.0
2929,get cancer retard,,url,,1.0
2930,asian dyke masseuse client pussy chester,eat,url,,0.0
2931,coming broadway season robust mongoloid musical,,,,0.0
2932,close norway one shithole countries,,user,,1.0
2933,stand spic span nwhere vietnam,cadet_bone_spursnhere,user user url,,0.0
2934,france bloody great migrant problem rapidly becoming shithole europe would count,,url,,1.0
2935,forget faggot tell mom hello know like guys ill ke,,user url,,0.0
2936,glad help nntrisomy 21 cause mongoloid idiocy,,user user,,0.0
