,tweet,hashtags,ref_user,urls,label
1966,qatariennes pleure sniff juifs veulent mal encore complotiste 2,,user,,1.0
1967,cst comme parler islam terrorisme gens brisent vitrines détruisent sous couvert antispé,,url,,0.0
1968,ko crime antisémite terroriste simple pourquoi manipuler tout monde,,user user url,,1.0
1969,catho intégriste milite dimanche contre droit avortement peut dire féministe,,,,0.0
1970,bagui mongol,,user,,1.0
1971,aquarius participe traffic clandestins politique africanisation islamisation,,user url,,1.0
1972,déjà traité bougnoule negro sale juif quelle réaction,,user user user,,1.0
1973,ching chong skin ziggs rank mentionnes,,user,,1.0
1974,mdr ca depend pcq si tombes attarde aussi complique aider,,url,,0.0
1975,sauf fascistes gauchistes menacer mort donc être entouré polic,,user user url,,0.0
1976,chameaux toujours priorité emirats arabes unis,,user,,1.0
1977,mongol semaine sait police obéit ministre intérieur pseudo président,,url,,1.0
1978,tous jours negro friday,,,,1.0
1979,hommes meurent fait violence conjugale parle car 5 personnes,,user user url,,0.0
1980,2 typiquement 1 islamo gauchiste prends totalement fait amp cause tous,,user user user url,,0.0
1981,attardé con,,user,,0.0
1982,mal rebeus renois réjouis bassem fasse pincer dilcra sauf p,,url,,1.0
1983,justement rebeus marre blancs défendent souti,,user user url,,1.0
1984,bon écologiste bobo gauchiste joue milliardaire argent provenant escroquerie impôts,,user user,,0.0
1985,militant extrême gauche cédric affirmé exactement terrorisme vient,herrou,url,,1.0
1986,cet attardé réussi réunir pleins autres attardés comme chapeau,,url,,1.0
1987,sauf si tues bah spawn triple attardé tues feu spectral sous fenetre putain,,user,,0.0
1988,mongol,playstationpgw,url,,1.0
1989,vu flou,,user user user,,0.0
1990,tant noirs réalisent quel point immigration dangereuse europe vide afrique forces,,user,,1.0
1991,mentalité mongol,,user,,0.0
1992,parle pris melon sale arabe jeu mot lol,,user user user,,1.0
1993,rt extreme droite fantasme gauchiste existe tete gauchiasses raisonnent co,,user user,,1.0
1994,qques passages extrême violence retournent veste plus tourner,,user url,,0.0
1995,rt ici plein delire raclure gauchiste super tare totalement tordu comprend rien,,user user,,1.0
1996,coiffeurs rebeus vont faire dégradé couteau trait foiré teinture demandé,,url,,1.0
1997,hola mongol,,user,,0.0
1998,traite mongol tête filtre snapchat,,user,,1.0
1999,renois macdo beaune grave bg viens dm,,,,1.0
2000,renois yeux amande archi belle,,,,1.0
2001,peu enfant attardé famille mal vouloir,,user,,1.0
2002,arrête faire mongol morandini sais tres seb chenu veut direet raison,morandinilive,,,1.0
2003,mdr déjà 90 renois france connaissent thiam problématique,,user,,1.0
2004,aussi contre avortement ça autre débat,,,,1.0
2005,peuple attardé faudrait anéantir font chier planète entière croyance e,,user url,,0.0
2006,wouah vient arriver truc fou là rentrais chez quand devant deux renois menacent tase,,url,,1.0
2007,bien surc bien gauchiste celle,,url,,0.0
2008,si faisait généralités comme ça renois ça appellé discrimination,,user url,,1.0
2009,30x niveau manette ça fait 2 semaines ça tweet mongol vas,,user,,0.0
2010,haha enfin compris tous jours gagne loto gauchiste semaines remporte prix,,user url,,0.0
2011,arabes dit arreter aller eglise voler,,url,,1.0
2012,celui paris gros debile immature drôle vraiment attardé,,user user user,,0.0
2013,peur avoir dégradé cutter comme vais chez rebeus,,url,,1.0
2014,jure genre dis bah nan aime tout dit nan pense renois vois,,user url,,1.0
2015,inquiétude légitime 40 ans politicards défiguré pays idéologie gauchiste,,user url,,0.0
2016,sondage attardé quoi arrête dire gens doivent faire ça rendra peut être intelligent,,user,,0.0
2017,jamais jsuis gauchiste,,user,,0.0
2018,renois nîmes pisteurs,,,,1.0
2019,mantra gauchiste ra,,url,,1.0
2020,capable dire ça pauvres réfugiés pense oui,,user user,,0.0
2021,aimerais trop mettre nom ça tronche mongol fait non mongol fa,,user user url,,0.0
2022,terrorisme intellectuel leçons mora,,user user user user user url,,0.0
2023,connais plein rebeu marie renois donc généralise cas igo,,user,,1.0
2024,peuple mongol consomment lait,,user user user,,1.0
2025,regardez cet attardé blondinet gneugneu,,url,,1.0
2026,sai mongol,,user,,0.0
2027,renois vont chez coiffeur hiver comprends légèrement,,,,0.0
2028,aime mongol,,,,1.0
2029,cette vidéo traumatisante rituel coalition mr nva censurée facebook violence extrême survi,,url,,1.0
2030,mdrr savais bon voulais simplement aider gros mongol veulent rien savoir,,user,,0.0
2031,italie adopte loi expulser plus rapidement migrants,,url,,1.0
2032,biensur oui mongol,,user,,0.0
2033,faut ecouter gauchiste hors sol parttir 17h11 comprenez suite origine mala,,user url,,0.0
2034,tellement facile éculé terme gauchiste asséné dès,,user user user user url,,0.0
2035,père chaque fois conduit fais truc mongol prend autres,,,,1.0
2036,germain quel mongol,,,,1.0
2037,entre vals moix france perd euh grand chose fait exile réfugiés peut,,url,,1.0
2038,formé tat gros mongol sort chez wesh,,user user,,0.0
2039,ferme gros mongol retourne tweeter merde,,user,,0.0
2040,combien attardé mort cette nuit avoir écouter blague puceau 16 ans croyait drôle,,url,,0.0
2041,islamo gauchiste comme mentent nier racisme anti bla,,user user user user url,,0.0
2042,avortement forcément traumatisant non grossesse forcée contre encore fois,,user url,,0.0
2043,états unis réduisent encore leurs quotas réfugiés auto pickup wikyou,,url,,1.0
2044,conne grosse débile grosse conne conne conne débile attardé putain,,url,,0.0
2045,parce ca recup nbande gauchiste con,,user user user,,1.0
2046,dois mongol skype,,user,,1.0
2047,ça sale gueule arabe mis giga amende injuste,,url,,1.0
2048,renois technique drague humour si voient rigoles next direct,,,,1.0
2049,pauvre type attardé va donc cacher rien vive police,,url,,0.0
2050,espere vont payer vieux rebeus baltringue merde,,,,1.0
2051,sale juif,,user,,1.0
2052,lire analyse torchon vieille alliance entre féministes homosexuels masculins,zemmour,url,,1.0
2053,selon doit laisser enfants traiter autre sale arabe sale blanche drôle éducation,,user user,,1.0
2054,va recommencer traite arabe étale période allant vii ème siècle jusqu 1920 e,,user url,,1.0
2055,bohhuu femme mormon parle avortement ramène ça préservatif accord,,user url,,1.0
2056,si potes renois appellent negre fous noir tout comme si alin di,,user url,,1.0
2057,rt hashtag sonne enfin glas ideologie laxiste gauchiste predomine depuis annees sein,pasdevague,user,,1.0
2058,tellement etrange comment gauche disante progressiste feministe pro lgbt devenu,,user url,,0.0
2059,attardés comprennent anglais ok alors très très gênant donc fais exprès,,url,,1.0
2060,reminder tout monde suce bite cet attardé parce fait blagues fortnite,,user,,0.0
2061,cause autre fdp blague trop enculé femme morte égorgé bravo guignol génération attardé,,,,1.0
2062,hier parlais intello gauchiste a dit nnfaut bien reconnaitre seule religion aujourd hui p,,url,,0.0
2063,gauchiste contre gauchiste,,user,,0.0
2064,flm meufs attardé tartine tt matin,,,,1.0
2065,pourtant dis vois chez nombreux rebeus entourage crois,,user user url,,1.0
2066,bande mongol craché arbitrage francais ey bi,,user user user user url,,0.0
2067,evitez partager interviews parisiano parisianistes incohérentes avant 11 h violence insoutenable,,,,1.0
2068,lol bonne vielle tactique gauchiste répondre questi,,user user user user url,,0.0
2069,bora mongol,,user,,1.0
2070,français ilan sale juif morts,,user,,1.0
2071,3 partisans non violence bourgeois protégés e,,user user user url,,0.0
2072,clair peut faire différence culturelle entre rebeus appellent,,url,,1.0
2073,sucré salé degueu,,user,,0.0
2074,vie fait renois 1 sépara ça chérie sad history,,,,1.0
2075,a fait guerres bon gauchiste gauchisme guerre,obama,url,,0.0
2076,exemple veux aider cause rebeus tacles frère rebeu avis différent,,user url,,0.0
2077,lutter contre violences faites femmes facilitant essor,,,,0.0
2078,mélanger critique ue disant islamisation sociétés non seulement pert,,user url,,0.0
2079,eau discord mongol,,user user,,0.0
2080,cara mongol man mds,,,,1.0
2081,meurtre adolescente médias canadiens préfèrent protéger réfugiés via,,url user,,1.0
2082,non non islamisation fantasme extrême droite,,user user,,0.0
2083,moment où chef gouvernement va passer dangereux gauchiste,,,,1.0
2084,mdrr bah non ah sais trop avoue attarde trop profil haha,,user,,0.0
2085,woah pensais programmé igbo mongol traditionnellle,,user,,0.0
2086,évidemment bon gauchiste ça faydeuxtweets après ça a plus arguments sinon contredit,,url,,0.0
2087,dommage connards islamo gauchiste antiflics salissent corps enseignant entier,,url,,0.0
2088,cela veut dire legault caq migrants illegaux a,,user user user url,,1.0
2089,ca juste parce attardés place supporters devrais,,user user user url,,0.0
2090,ami e rebeus arrêtez aller cinéma équipe voir films horreurs svp comédie,,url,,1.0
2091,meuf renois si veux vraiment savoir si belle sans mentir faut voir sans tous artifices eta,,url,,1.0
2092,mdr dois prendre train taleur plus vais rigoler tout seul comme attardé repensant vidéo,,,,1.0
2093,étien,juif chr islam,url,,1.0
2094,oui maman violences chez aucun cas violenc,,user user user user url,,0.0
2095,bien clause conscience médecins notamment contre avortement droit veto louis xvi i,,url,,1.0
2096,allez ferme vieille chatte sale gros mongol,,user user user,,0.0
2097,rt voila mene paternalisme gauchiste racisme inverse tellement malsain hallucinant,,user url,,1.0
2098,rt ching chong ca veut dire bonjour chinois nan,,user url,,1.0
2099,aussi attardé ça nn plus,,user user,,0.0
2100,toulouse oui rue commissariat plus entendre sale noir arabe,,user,,1.0
2101,honte être africain puisse être associé,,url,,1.0
2102,ke blacks ke blancs rebeus,,,,1.0
2103,repris confiance sale arabe,,user user url,,1.0
2104,salopard dit terrorisme reclame islam quid 150 assassines u,,user url,,1.0
2105,président mongol arrive ïdjan,azerba,url,,1.0
2106,ouais immigrés piquent boulot chômage depuis 12 ans quel travail parles mongol,,,,0.0
2107,ferme gros mongol retourne tweeter merde,,url,,1.0
2108,jbrise rapports comme renois stamford bridge,,,,1.0
2109,pensais être seul attardé faire ça,,url,,1.0
2110,gros marre renois cherche regard a,,user user user user user url,,1.0
2111,ironique mongol,,user,,1.0
2112,sale arabe ex policier condamné agression couteau,,url url,,1.0
2113,où originaires plupart éfugiés deux tiers réfugiés proviennent cinq pays seulement,r,url,,1.0
2114,faut étonner ensuite ça déraille parents aussi cons ado attardé,,,,1.0
2115,crois cst ça renois aiment,,,,1.0
2116,clair peut faire différence culturelle entre rebeus appellent gos,,,,1.0
2117,attardé p tit aussi,,user,,0.0
2118,gros mongol point vue intelligence,,user,,0.0
2119,serge mfait rire h30 mongol,,,,1.0
2120,sah renois elles corps trop,,,,1.0
2121,reportage clubs français coupe europe gros mongol,,user user user user user user user,,0.0
2122,si vois 2 têtes rebeus,,user,,1.0
2123,parlez vue gauchiste avilissante associez cette,,user user user url,,0.0
2124,ceci donnet justement raison zemmour proche macron prend tete terrorisme in,,url,,1.0
2125,ahahaha psg ça fait beaux ligue 1 alors ldc ching chong,,,,1.0
2126,ainsi lettre recommandation gauchiste chaud près chez,,user,,1.0
2127,ahah lache bernier annees lumieres trump comparer droite politique trump bernier gauchiste,,user,,1.0
2128,écoute soir sien attardé celui takeoff celui metro collab 21savage travis scott,,user,,0.0
2129,aller aller sale arabe a aucune générosité salut,,user,,1.0
2130,voté raconte journée élections eswatini dernière monarchie,,user user url,,1.0
2131,voilà démontre bien hypocrisie gauche plus haineux violent gauchiste extrémiste,,url,,0.0
2132,decerebre gauchiste,,user,,0.0
2133,machin lunettes va faire fois ramasser migrants pleurera fran,,user user user url,,1.0
2134,donc recapitule gauchiste hausse carburant diverses taxes macroniennes po,,user url,,1.0
2135,alorsnoui,,user,,1.0
2136,waouh 1 abonné impressionné mongol,,user,,0.0
2137,bon moins programme largement plus intéressant programme mongol lycée mm pti,,url,,0.0
2138,désolé savais attardé alors là vraiment désolée veux argent,,user user,,0.0
2139,askip renois sauvages émotives ah ok,,,,1.0
2140,blanc accepté jouer clip insoumis bien pensant gauchiste,,url,,1.0
2141,putain ri jsuis attarde,,user,,0.0
2142,idai seu mongol,,user user,,1.0
2143,pauvre attardé,,user,,0.0
2144,oui parlais gens traité sale arabe blanche ap,,user user user url,,1.0
2145,petit frère raconte russe dit sale arabe garçon collège,,,,1.0
2146,chasse justes passait déjà harcèlement juridique perte temps perte énergie perte argent pou,,url,,1.0
2147,présente ça médecins gynécologues contre avortement comme slogan veux p,,user url,,0.0
2148,islamisation france bien plus avancée certaines parties territ,,user user user url,,1.0
2149,feujs valident zemmour cousins rebeus valident bassem,,,,1.0
2150,meuf renois twitter pires cancers cachez,,url,,1.0
2151,etais ivry renois tout heure cave,,url,,1.0
2152,tiens fiotte gauchiste excusez pléonasme,,user user user user user,,1.0
2153,reste sceptique solutions très tranchées lorsqu attarde complèt,,user user url,,0.0
2154,a prénoms velouté font trop arabes réponse,,,,1.0
2155,peu écris ds tn mongol,,user,,1.0
2156,completement attardé quoi,,user user,,0.0
2157,rebeus talent monde ecart entre heureusement papi aulas réinverse,,url,,1.0
2158,claque mongol autocorrecteur,,,,1.0
2159,twitter devenu lieu haine violence,,,,1.0
2160,croyez vraiment répétez importe quoi dit net site complotiste antisémite délirant,,user,,1.0
2161,mdr chaussure sécurité sal mongol pr mfoutre geul autre,,user,,0.0
2162,depuis hier cause mongol butler keep energy tête horrible,,,,0.0
2163,donc nee insinste comprend pouquoi ressemble mongol,,user user,,0.0
2164,journaliste extrême droite discourt incapable citer moind,charlottedornellas migrants,url,,1.0
2165,sah va prendre comme attardé cru ct aryah zebi lu pseudo,,user,,0.0
2166,explosé pouce comme mongol,,,,1.0
2167,gauchiste comme poison ça agit mort lente,,user user user user,,0.0
2168,franchement regarder reportage renois vivent corée tiennent tout discour,,url,,1.0
2169,solveig fixette bonne gauchiste trouvé cause laquelle va pouvoir indigner répétit,,url,,1.0
2170,bobo islamo gauchiste féministe maniere moins avoues bonne pédale bien pensante quoi,,user,,1.0
2171,renois mangent oignons mères elles faisaient manger quoi pcq bon oignons qua,,url,,1.0
2172,vu quelques renois pépom espère va gérer tweet plus jamais conneries,,user,,0.0
2173,e r,,user,,0.0
2174,nombre connu rebeus gras gros derche comme ça font malins quand jeune blanc,,url,,1.0
2175,putain quel attardé,,user user,,0.0
2176,faudra jour interroger violence familles homoparentales voir jeter intérê,,url,,1.0
2177,poches jeans mec tellement grandes peux mettre famille renois dedans,,,,1.0
2178,si mongol,,user user,,0.0
2179,kooooooooo comrpends a rdv jsplus dit quoi cette mongol,,user user,,0.0
2180,prend tete gogols perd,,user user user user url,,0.0
2181,né 23 septembre 1215 kubilai khan khan mongol puis empereur chine 1279 1294 18 février 1294,,,,1.0
2182,si fils doit être peu attardé car commence tout juste jou,,user user user url,,0.0
2183,sai ciume mongol,,,,1.0
2184,nn jte jure font tt plat face superbe vidéo hallucine gros mongol,,user,,0.0
2185,non juste putain attardé si banniere,,user user user user url,,0.0
2186,ah bah rien dit bel bien attardé bravo,,user,,1.0
2187,ensemble luttons contre violences communautés,,,,0.0
2188,culot rebeus cité,,user,,1.0
2189,quel attarde,,user,,1.0
2190,migrants 9 ans menacent écoliers couteaux près école charles darwin,chemnitz,url,,1.0
2191,autriche dresse inventaire différentes mesures anti migrants prises di,,user user url,,1.0
2192,vraiment gros mongol fait coup flipette vu circule net déso,,user url,,0.0
2193,troll néonazi critique troll gauchiste,,user user user,,1.0
2194,62 arabes dit envahira sans faire guerre chose faite,,user,,1.0
2195,pavillon réfugiés via,,user url,,1.0
2196,islamo gauchiste islamiste gauchiste,,url,,1.0
2197,info raison gauchiste bien pensant sortez beaux quartiers p,,user url,,0.0
2198,faut être mongol frapper quelqu ballon,,user user user,,0.0
2199,évidement oui puisqu vas sens pensée gauchiste pro migrants etc twitter vraiment,,url,,0.0
2200,cette image insoutenable après cela comment être encore contre réfugiés mesures prendre,,url,,1.0
2201,bon anniversaire sale juif jtm,,user,,1.0
2202,sale arabe fait plus rien moment celui met hors quand passe côté,,url,,1.0
2203,mongol,,,,1.0
2204,complique merite bled meme apres requalification juge islamo gauchiste rouge,,url,,1.0
2205,bon video montre mec terre voyez violence policière dégage b,,user url,,1.0
2206,remarque bien blacks rebeus fhaine,,,,1.0
2207,franchement étonne tout bordel vit monde attardé mentale précisément france,,url,,1.0
2208,lucile a donner syndrome renois,,,,1.0
2209,parce parle arabe potentiellement musulman sale tocard,,url,,1.0
2210,bienvenue monde pays arabes,,user,,1.0
2211,sais attardé wallah pense affecté jv quand,,user,,0.0
2212,oui imagine courage udc99 nil a directement envoye photo cette chance,,user,,0.0
2213,pittsburgh poison antisémitisme encore tué pcf,,,,1.0
2214,menacé expulser migrants cela produit pourquoi parce faible pe,macron,url,,0.0
2215,bah encore moins dis beau etre pede jy donc bouge a,,user user url,,0.0
2216,seule raison laquelle veux voir milan gagner cet attardé trop,,user url,,1.0
2217,nique mere sale juif merde,,user user,,1.0
2218,arrivée toute populasse préhistorique venant maghreb afrique depuis 1960 dangereuse,,user,,1.0
2219,mongol quand voit qualité vidéos mcfly carlito a coté mongol comme mohamed henni casse tv,,url,,1.0
2220,ministre parle interdire portable lycee vieux reflexe gauchiste cache poussiere sous tapi,,url,,1.0
2221,ptdr ouais ça kiff réservée tt quand faut redeviens sale arabe pq lyonnais,,user,,1.0
2222,juste mongol,,url,,0.0
2223,euh habitude attarde écoute coup oh si ça dommage li,,url,,1.0
2224,confirment ahed soutient répétez après resistance palestinienne nuance,,user url,,0.0
2225,couillard réfugiés illégaux,,user,,0.0
2226,1ère étape négationnisme prononcer mot islam agit pourtant,terrorisme,user url,,1.0
2227,prise charge réfugiés fuyant guerre,,url,,1.0
2228,renois remarqué tweets lovers vendez rêve quand regarde actes autre chose,,,,1.0
2229,plus 60 villes déjà dit oui venir aide réfugiés,,url,,1.0
2230,contre avortement pire contre transexualité trouve,,user,,1.0
2231,archetype petit dictateur gauchiste techniques communication vont,,user url,,0.0
2232,banque mondiale va débloquer 80 millions dollars réfugiés communautés accueil,niger,url,,1.0
2233,dommage parents contre avortement faut explique qi inférieu,,user url,,1.0
2234,aime bien quand commence,bobo gauchiste,user,,0.0
2235,renois réseau meilleurs sah wallah explose mdrrrr abuser,,,,1.0
2236,faut refuser accueillir aquarius transporte sûrement faux migrant,,url,,1.0
2237,mdrrr redresses yeux abord mieux lire tweets meufs renois après viens ouvrir merci,,url,,1.0
2238,dit attarde question dieu pardonne cher ami dieu pardonne,,user user,,0.0
2239,tripoli violence rises france wants sanctions militias reuters,,url,,1.0
2240,jc pa jc juste anciens jconnais rebeux raciste renois alr ls anciens renois sen foutent,,user,,1.0
2241,quand voit carnage maduro gauchiste prefere melenchon ude4c,,url,,1.0
2242,comme si disais islam terrorisme,,user,,1.0
2243,gros mongol journaliste bordel,,user,,1.0
2244,ptdrrr beurk rebeus service comme ça beurk beurk beurk,,url,,1.0
2245,sauf 100 pareil sale attardé,,user user,,0.0
2246,ouais mongol marseille,,user user,,0.0
2247,jour vais faire livre où vais tirer toutes déclarations mongol vais devenir riche,,url,,1.0
2248,mangent porc parce quand tuaie,,user user user user url,,1.0
2249,,pigeon mongol abruti blaireau,,,0.0
2250,vont surtout faire 75 millions morts essayant,arabes,user user user url,,1.0
2251,hier fini saison 1 punisher crois jamais vu autant violence série,,url,,1.0
2252,ah bon omnivores ducon grotte quoi capables,,user url,,1.0
2253,monstrueux meurtres enfants école juif journaliste r trop entendu mê,,url,,1.0
2254,é mt mongol robson,,user user user user,,0.0
2255,non veut migrants économiques trop trop plus urgent imposer mesures dr,,url,,1.0
2256,1 mongol,,user,,0.0
2257,sale juif,,url,,1.0
2258,rebeus led asiats elles font tellement chavirer coeur,,,,1.0
2259,ficou mongol,,user,,0.0
2260,viens faire tour rer matin espèce fils vieille pute migrants vais ouvrir,,url,,1.0
2261,retourne conseil véracité infos doute violence aucu,,user user url,,0.0
2262,bien sûr a renois rebeus stan smith twitter juste assimilé babtous,,user,,1.0
2263,bon contre si sais elles trouvent nanas non gauchiste entre 20 30 ans,,user user url,,0.0
2264,rafou gangsta plus beau tout renois plus hlou rafou gangsta partout trou,,,,1.0
2265,a rebeus lèvres steak haché quand mettent,,user user,,1.0
2266,a aussi attardé ado den haag sauce,,user user,,0.0
2267,attends gauchiste parle fragilite memes pleuren,,user user user url,,0.0
2268,question vegan contre avortement,,user,,0.0
2269,ya petites rebeus 18ans critiquer trucs font rire fait,,,,1.0
2270,autre attardé prof début vacances dit ouloulou apportez bien blouse va faire expér,,url,,0.0
2271,préfères aller soirée autre con zoonekynd où aller cours autre mongol mahieux alex,,url,,1.0
2272,quand met place couvre feux violence,,,,0.0
2273,partisans élargissement dû résoudre retirer article propos,guatemala avortement,url,,1.0
2274,envie dormir yourt petite maison mongol voir ça fait,,,,1.0
2275,certains vegans utilisent violence appliquer leurs idéaux attention faites comme nazis leurs débuts,,,,1.0
2276,mdr jacquemus peu raciste arabes dis jdis rien,,,,1.0
2277,attitude gauchiste addition va etre salee ferez rien contre puissance peuple,,user,,1.0
2278,attarde coin,,url,,1.0
2279,rt fachosphere ete inventee conosphere gauchiste cours arguments survie peut nla cgt appelle,,user,,1.0
2280,philosophie islamo gauchiste interdit tout signe judéo chrétien,,user,,1.0
2281,nom allah tweet renoies ça fait scandale sah évoluez twitter préjugés,,url,,1.0
2282,possible faire mathématiques chiffres arabes tandis autant facile,,url,,1.0
2283,absolument faut arraisonner mer marine nationale arrêter tous occupants expulser migrant,,url,,1.0
2284,époque vannait sale français noir sale juif chambrette entre,,user url,,1.0
2285,ceux indignent invasion migratoire sol français voient aucun inconv,,url url,,1.0
2286,états unis vraiment peuple attardés beyoncé va changer ça,,,,1.0
2287,kkkkkkkkkkkkkkkk mlq mongol,,url,,1.0
2288,mdr cest renois ça toute cérémonie avant mariage passe maison,,url,,1.0
2289,retour vers futur comment islamisation banlieues fabrique antisémites,,,,1.0
2290,turcs considérés comme rebeus,,,,1.0
2291,féministe bh defends droits femme comme toute femme fait a trucs lesquels,,url,,1.0
2292,ching chong ca veut dire bonjour chinois nan,,url,,1.0
2293,pourrait faire peu préventif contrôle naissances afrique,,user,,1.0
2294,europe menu carte lance macron pays refusent accueillir migrants,,url,,1.0
2295,vient juste prouver sommet confirme gros patapouf,,user user,,0.0
2296,seul provinciaux renois aiment ps jul bande merde,,,,1.0
2297,déf racisme gauchiste veut absolument disculper noirs arabes crime racisme racisme an,,url,,0.0
2298,si considères sale noire sale juif raciste non plus alors peux rien faire,,user,,1.0
2299,donc ca secret beaute bonheur eternel,,user,,1.0
2300,donc coup là goe couple revoyez renois 1 temps genre faisait exprès embrouil,,url,,1.0
2301,sale arabe arrête envahir pays violer filles voler travaille,,user,,1.0
2302,hé mère père famille wsh parents inverse clichés renois mdrjebdnd,,url,,1.0
2303,savons tous terrorisme politique rien avoir islam,,,,1.0
2304,internet nourrit largement,fachosphere negationnisme complotiste antisioniste faurisson,url,,1.0
2305,mère terroriste arabe ahed tamimi explique compatriotes colons terroristes comment assassiner jui,,url,,1.0
2306,rt deni realite definit pratiquement pensee gauchiste prend allure delire psychiatrique,,user user,,1.0
2307,italie gouvernement adopte nouvelle loi expulser plus vite migrants révoquer citoyenn,,url,,1.0
2308,encore truc mongol plus tv dire paient tva quel,,user user url,,0.0
2309,attaques terroristes racistes antimusulmans rarement qualifiées terrorisme https,,,s,1.0
2310,alors appréciez délicieux milliers enfants éfugiés souffrent,aliments r faim,url,,1.0
2311,connait histoire france essaie servir maladresse adolescent attardé pau,macron,url,,0.0
2312,jsuis larme tweet rebeus tournent fb groupes turcs ça insulte balle,,,,1.0
2313,naples putain équipe attardé,,,,0.0
2314,fait zemmour arabe rac,,user user user user user url,,1.0
2315,khalid envois message mdr raconte quoi attardé anonyme,,url,,1.0
2316,deja lu noms rebeus polonais non pourtant parles deux naissance pense p,,user url,,1.0
2317,bien sûr immeuble 2010 abritait réfugiés première guerre mondiale uwu,,user,,1.0
2318,premiers fasciste disant gauchiste font,,user user user url,,0.0
2319,mdrkrkdk genre darons rebeus méga stricts vu snaps bourrés disent rien a anguille sous roche,,,,1.0
2320,mdr rien crache communauté juste seuls fois où vois meuf renois twi,,user url,,1.0
2321,ça coupe lampadaires meule ça dis fou juste attardé sectionne cable reste collé bou,,url,,1.0
2322,tout ideologie gauchiste libertaires tres present centre gauc,,user url,,1.0
2323,mdr sale chienne féministe merde,,url,,1.0
2324,ceux douteraient caractère complotiste antisionisme délirant abdelrahim ali voici thread,,url,,1.0
2325,africain algérie souvent raciste twitter,,,,1.0
2326,noirs rebeus veut tous éradiquer,,,,1.0
2327,pis ken ca doit etre encore sale gauchiste,,user user,,0.0
2328,angélisme réponse française terrorisme,,,,1.0
2329,bien migrants vivaient aussi illégalité états unis 35 migrants illégaux interceptés québ,,url,,1.0
2330,rt plein animaux voie extinction donc dit merci merci mu,,user user user user,,1.0
2331,information bande sale putes mot marabout mot origine arabe maraboutée,ede,url,,1.0
2332,avortement malheur universel droit car,,url,,1.0
2333,suppose manif contre avortement,,url,,1.0
2334,chauffeurs rebeus pars retard arrives avance,,,,1.0
2335,vie a ptn moustique africain bu 3 litre sang cette nuit sale chien casse,,,,1.0
2336,avoue mongol,,user,,0.0
2337,équipe fac clrmt 20 rebeus renois 600 chaud,,,,1.0
2338,mdrrrr saint denis vraiment afrique ko,,,,1.0
2339,allez nique mère sale juif,,url,,1.0
2340,oh con celui eh peche gros poisson,,user user,,0.0
2341,encore attardé,,user,,1.0
2342,personne attarde fait elles plusieurs avoir batraciens œsophage,,user user user,,0.0
2343,critiquais rebeus connais connzrd,,user,,1.0
2344,faire vaiselle rendre compte fils complètement attardé,,user user,,0.0
2345,colé eras mongol,,user,,1.0
2346,donc sale arabe injure simple constatation,,url,,1.0
2347,cette météo islamo gauchiste fatigue pose vraiment problème dressing républicain,,,,1.0
2348,ado attarde continue precher desert ruiner image pays deja bien abimee,macron,url,,0.0
2349,si vs remarquer bien français vivent pays musulmans africains vivent tranquillement parmi,,url,,1.0
2350,tronche gauchiste typique,,url,,1.0
2351,raphaela é mongol,,,,1.0
2352,ça change strictement rien peut alimenter discours complotiste antisémite sans avoir inten,,user url,,1.0
2353,bar bourré comme mongol plus polonais arrive arrêter ri,,url,,1.0
2354,rt parce assez intelligent fabrique bazooka aller lune conna,,user user user,,1.0
2355,parle pa renois mettent pa crème,,,,1.0
2356,viens essayer faire lunettes louchais comme mongol,,url,,1.0
2357,mari vincent cerutti doit soutenir doit avoir envie caser gueule mongol éric zemmour,,url,,1.0
2358,euh bah ça longtemps connais hyper sympa drôle tape tjrs barres autre attardé,,user user,,0.0
2359,ptdr rêve sale ouf nique race agresseur mets tarte ex guise remerciement genre,,user,,0.0
2360,mecs leurs sale arguments féministe moches toutes putains frappes ici,,url,,0.0
2361,non sujet islamisation france fait,,user user user,,1.0
2362,étonnant venant cali gardien fascisme gauchiste gros crétin prend grand,,url,,0.0
2363,mongol,,,,1.0
2364,faut expulser hors frontières,migrants nantes,url,,1.0
2365,rt frise totalitarisme syndicat gauchiste quoi,,user url,,1.0
2366,renois tous gl mtn,,,,1.0
2367,tout cas mariages renois vraiment meilleurs,,,,1.0
2368,pere sale gauchiste merde juste bonne faire sauter punks chien unef militer,,url,,1.0
2369,27 53 adepte laviolence enfant,onpc,user url,,0.0
2370,ça sonia quand quartier tous mecs rebeus amp renois,,url,,1.0
2371,aime bien rebeus normal,,url,,1.0
2372,encore putain mongol llyonnais chier,,url,,1.0
2373,gauche regressive france devraient lire ça,feministes,,,1.0
2374,quelques autres clips lesquels faut attarde peu plus x,,,,0.0
2375,delormeau quel attarde bordel,,url,,0.0
2376,trop bien plus renseigne plus deviens anti capitaliste anti conformiste sans devenir bobo gauchiste ridicule,,,,0.0
2377,ensuit autre tradition racket réunion violence touriste mêmes,shikas senbei,url,,1.0
2378,e mongol,,user,,0.0
2379,aime bordel mongol,,,,1.0
2380,cala mongol,,user,,1.0
2381,56 rebeus fragile baltringue cité merde violer meuf completement bourrer sortie,,user url,,1.0
2382,cette merde migrants faut expulser,,user,,1.0
2383,sos incendie terroristes partout palestiniens pratiquent terrorisme environnemental e,gaza palestiniens,url,,1.0
2384,joshua k o russe sale chaud,joshuapovetkin boxe,,,1.0
