,tweet,hashtags,ref_user,urls,label
6664,juste pris bain,,,,0.0
9392,regardant plus grand perdant triste andrew parti bon épisode vu gardiens aujourd hui pire film aime jake,,,,0.0
3925,ya rebeus muslims chrétiens mormont b,,url,,0.0
12142,heure écoute besoin amour patd lune belle soir,,,,0.0
11284,boire jus orange manger vicomte,,,,0.0
12439,porte gros lunettes aujourd hui,,,,0.0
3736,juifs americains trump consternés médias taisent haine contre,,user url,,1.0
7205,aw meilleurs haha épargnez tromper toute cette technologie,,,,0.0
7710,dîner yummo soir h fait galettes thon salade méditerranéenne celui ci,,,,0.0
8309,faire fête,,,,0.0
4902,suffit vérifier disant bonjour,,,,0.0
4926,bonjour gamins jon lol,,,,0.0
10000,réveillé xtra tôt penser point manquer bus scolaire magique wtf lol boutta regarde téléviseur,,,,0.0
5171,changement souhaitez voir monde,,,,0.0
3450,noirs sûrement rebeus possible,,user user user user user user user,,1.0
574,rt chaque jour devient plus plus attarde,,user user user,,1.0
10566,salut ami ah im okies hows u oooooh intrigue aime mot jours hah xoxoxo,,,,0.0
7046,oh comprends tordu sûr dérangerais sorties nocturnes quand reviendra parce comme 2 3 semaines écoulées,,,,0.0
2727,mec traite arabe sale rebeu racisme contre deux types tabassent père,,user url,,1.0
104,autres moyens déployés empêcher exode migrants economiques africains décourager transit pa,,url,,1.0
3776,sale attardé va,,user,,0.0
7548,viens rentrer chez veteran from surakarta dirigera vers pekalongan première chose matin demain,,,,0.0
8806,uni joue potc extérieur hot pains gratuits sens amoureuse,,,,0.0
11612,voter tony pulis sous table gauche,,,,0.0
4949,aller sommets jumeaux amp vérifiez vue sf oubliez vestes sweat shirts,,,,0.0
6536,excellent lien cela peut certainement aider beaucoup sûr suffit savoir quoi faire quoi faire,,,,0.0
8748,désolé 64 adeptes parce messages prennent probablement toute page,,,,0.0
10489,aime météo fait balade vélo chienne maintenant,,,,0.0
11821,pense assez aujourd hui tant douleur tête kakalikot wp tss repos premier,,,,0.0
2787,mouvement végane mouvement pacifique voir militantiste prône monde où tous animaux tous humain,,url,,1.0
12667,quelqu at suggestion spectacle voir festival comédie musicale thx,,,,0.0
9886,oh surchargé lol désolé aimerais savoir disent soir comment ça va,,,,0.0
8576,bonjour merci,,,,0.0
10734,oh wow aujourd hui génial espère premier jour va bien oh bonjour,,,,0.0
7749,merci beaucoup recommander tous deux rock,,,,0.0
3397,homme sale vieux rebeu mdr,,user,,1.0
3661,acteur blanc ça doit être gauchiste lavé cerveau faut etre con etre acteur,,user url,,0.0
12726,mignon,,,,0.0
4797,vient publier nouvelle publication blog 15 imprimés cadeaux gratuits,,,,0.0
6132,ooooh bonne nuit sommeil,,,,0.0
13255,vraiment bon fatigué bon,,,,0.0
8994,vais aller chercher parc fosse camarades obtenu 75 yeyyy,,,,0.0
6217,omg ministre indien intérieur a obtenu chaussure comme buisson a obtenu dernière fois a différence b w chidambaram bush,,,,0.0
8693,presque jours fériés autre part camping,,,,0.0
2252,ah bon omnivores ducon grotte quoi capables,,user url,,1.0
8919,bonjour tous espère allez bien passé bon week end,,,,0.0
4645,baha laissez lutte staa grr oh bien moins fait divertissement incroyable,,,,0.0
13578,vérifié horaire examens examen 20 mai amp alors retournez école jusqu 1er juin alors fink probss go xx,,,,0.0
5235,oh place ça bien aussi oh vois agen bon endroit,,,,0.0
13554,3 heures jusqu expulsion utérus,,,,0.0
7461,écoutez spotify alors,,,,0.0
3454,wow sais comment fais fais accelerer coeur distance arrete ca mec jme sens toute timide v,,user,,0.0
13224,essayant comprendre comment cela fonctionne,,,,0.0
4999,rodneys yaletown puis demander,,,,0.0
13016,faut saisir journée starbucks alors motiver besoin dose coaching absolument meilleur,,,,0.0
2101,honte être africain puisse être associé,,url,,1.0
6512,irais anneau nez barre sourcils avis,,,,0.0
2105,président mongol arrive ïdjan,azerba,url,,1.0
13237,pensais ça dit cherchant obtenir tir seconde intéressé deux,,,,0.0
1524,être considéré militant antiracisme faut faire seulement deux choses,,,,1.0
3921,non sale noirs sale arabe,,user,,1.0
4334,vient découvrir soir église sert petit déjeuner pâques sais pourquoi très excitant soupçonne bébé,,,,0.0
11299,non non rattrapez maintenant maintenant maison,,,,0.0
447,zalut aime juif pourquoi voyon sale raciste,,user,,1.0
7719,habitude penser aussi honnêtement cela a assez facile utiliser codeur aime travailler shell,,,,0.0
12965,tout juste question fuseau horaire haha,,,,0.0
12005,bonjour todder air doux,,,,0.0
1495,4g métro ça libère darons daronnes rebeus appel vidéo bled,,,,0.0
3138,nique pere chameau morts espèce fils tournante tié jvai enculer,,user url,,0.0
3577,manque plus autre attardé saotao trio magique,,user,,0.0
4760,pensais chose nuit,,,,0.0
6182,aujourd hui dois avoir machine laver encore moins place cuisine mettre affaires eh bien besoin vêtements propres,,,,0.0
11659,statistiques assez bonnes très intéressé regardant site maintenant,,,,0.0
1069,burundais refugies alerte car corps visibles loeil nu,,user,,1.0
5568,film très impressionnant nazi préféré oskar schindler,,,,0.0
12631,bienvenu,,,,0.0
12169,lisez psaume 116 aime ça maintenant devoirs mathématiques parlez attirer quelqu,,,,0.0
7274,vais ouvrir cartes anniversaire,,,,0.0
6009,cinq semble peu trop tard matinée quoi diable,,,,0.0
1211,ok jean pierre alors ramènes bébé black asiatiques rebeus prcq commencent saouler,,url,,1.0
6308,devriez voter vote oui continuer broadway incroyable,,,,0.0
5932,mathew assez fou ehh texte,,,,0.0
8752,ami connaissais ligne nuit dernière a enfin ajouté messager,,,,0.0
5526,hmmm ressemble véritable dilemme boulanger,,,,0.0
9939,va revenir sujet travail peu temps avant personne remarque ici jusqu tweet,,,,0.0
2731,bas précise dit tout rebeu acceptent soi renoi fou vo,,user url,,1.0
4607,survécu cornichons nocturnes crois nager idées matin seulement quelques uns entre effectivement réalisables temps employer,,,,0.0
3947,mongol,,user,,0.0
3961,1 migrants souhaitent être régularisés,,user user user user user,,1.0
5382,enfin viens créer blog wordpress a déjà blog communauté café seattle,,,,0.0
807,islamisation france marche financée caf probablement première,,user user url,,1.0
4866,demain vendredi journée tardive dieu merci,,,,0.0
3330,reniée sale fdp attardé mental gay merde allah aide wallah,,user user user user,,0.0
11983,peut être temps planifier bbq photographie lequel pensé,,,,0.0
12468,bonne nouvelle prochain épisode covoiturage tant ex pat vois naturellement aucun remerciements cette personnalité,,,,0.0
7349,debout temps médicaments contre douleur,,,,0.0
7444,twilight venu matin vais regarder tonite,,,,0.0
5739,opps voulais dire quelles vacances quot cassette,,,,0.0
9097,vérifier ligne vol demain pâque presque là,,,,0.0
4509,pourrais vraiment manger fromage désir fromage fumé autrichien miam,,,,0.0
7116,i lt 333 encore plus,,,,0.0
5339,fait salles pierre hier canard dc sang lvl80 amusant tout bien bon moment,,,,0.0
1334,renois twitter font star toute leurs scolarité clash leurs perruques faut oubliez,,,,1.0
1705,oui donc problème base comprends pourquoi pète câble comme gros mongol,,user url,,0.0
11916,bien si mignonne,,,,0.0
6293,comment semaine sainte arrive espère dérange pensez pouvons obtenir cartes froulala cette semaine,,,,0.0
4451,woohoo oui jour là trouvais noyau dur,,,,0.0
12837,tellement excité train arrêter bar nuptiale atlanta aujourd hui yay vérifier cet endroit,,,,0.0
5114,viens juste revenir après route difficile amsterdam moto a passé excellent moment là bas,,,,0.0
13372,espère bon tour si temps décent si seulement temps comme celui où vis,,,,0.0
65,végétarien voici rencontre éleveur mongol a fait réaliser écologie,,url,,1.0
8381,comment tous mots amis semblent être temps mines déposées aujourd hui doigts croisés,,,,0.0
11021,pensez travail,,,,0.0
8938,salut merci avoir suivi,,,,0.0
186,2 2 predateurs mangent aussi gout renseigne chat exemple,,user user url,,0.0
7312,maintenant fry fantastique amp toujours copains après toutes années,,,,0.0
7115,excellent tutoriel twitter peut être mari peut regarder bon gars,,,,0.0
7823,a aboli taxes médecins enseignants prêtres établissements enseignement souligné original seigneur guerre éclairé,,,,0.0
11317,vient acheter dernière édition oxm vais donner bon coup déjeuner,,,,0.0
6871,bonne nouvelle hâte voir sd,,,,0.0
7532,excellent howdy naybur aimez waggers queue,,,,0.0
991,sasuke bête naruto attardé donc sasuke,,url,,1.0
9445,jeez tellement baisée osez demander pourquoi,,,,0.0
726,waw jvai défoncer jiji parles comme ça aime violence jv briser grosse pomme terre va,,user,,0.0
5900,près cigare banane caramel,,,,0.0
4196,vient gagner 20 jeu unc,,,,0.0
5827,vais profiter longues vacances partir demain vais également faire réflexion esprit saison lenten,,,,0.0
4440,impressionnant rentrez travail vers 430 puis sortez chiot puis capones,,,,0.0
11706,ouais suppose monde a besoin bouc émissaire,,,,0.0
8770,heh heh dirty toujours bonne fille aime bien comment pensez,,,,0.0
8654,passez belle journée,,,,0.0
27,crois intelligent réflexion facebook attardé,,user,,0.0
1020,juive lorsque entends parler antisémitisme vois association gauchiste façon résis,,,,1.0
2927,si meunier attardé mental ça ferai 0 2,,,,1.0
5660,assis travail mère craving tea,,,,0.0
1126,darons renois,,url,,1.0
6076,hey où toujours pub irlandais rome,,,,0.0
7298,lisant quelques fml finissant quelques socials,,,,0.0
9558,ok muffin poivre doux maintenant puce chocolat myrtille contre puce chocolat espresso,,,,0.0
2186,ah bah rien dit bel bien attardé bravo,,user,,1.0
5741,emballage autre commande nouveau détaillant,,,,0.0
8783,voici dernier message laissez commentaire plaît,,,,0.0
2743,tg sale juif,,user user,,1.0
13302,prévoyant faire aussi tout temps transit,,,,0.0
11389,karolinka promets rester loin reposer,,,,0.0
6951,peut être vont mime nouvel album,,,,0.0
9215,déjà dit cool alors heureux traitez comme présage,,,,0.0
11911,disait comment convo allait amp dit attente po homme homme yep assez dit heck utilise histoire drôle,,,,0.0
7579,valerie deiss apprécie côtés lumineux vie 3 petits déjeuners barbecue soir,,,,0.0
13076,eh bien cette chose basket hier soir peut être pourquoi départ précipité,,,,0.0
958,macron islamisation france plan bien ficelé institut montaigne,,url,,1.0
2148,islamisation france bien plus avancée certaines parties territ,,user user user url,,1.0
9651,bonne chance,,,,0.0
238,regarder attardé ptn merde 2019,,url,,1.0
2722,clairement trisomique mongol aussi merci,,url,,0.0
1905,a assimilé islam terrorisme débile assimilé sunnisme terrorisme e,,user user url,,1.0
7985,pouvez faire pieuvre stef,,,,0.0
11921,lt ajoute brad aime petite sirène,,,,0.0
4945,meilleure façon réussir faire toutes bonnes erreurs,,,,0.0
941,cyber harcèlement jeune homme 25 ans reconnu coupable viol distance via,,url user,,0.0
13474,nom mili vit dachshund harlequin divisée entre côté léger côté obscur chien,,,,0.0
9874,arrêtez vérifier malade voulait être là dis bonjour sanjaya,,,,0.0
4638,tellement fatigué bon temps soir,,,,0.0
6528,trouvé réponses merci,,,,0.0
11365,si trouvez passez,,,,0.0
1614,sale raciste vraie rebeu mm case jean françois patriote 38 jette sau,,url,,1.0
13775,impressionnant génial être venu donnera plus grand intérêt possible,,,,0.0
8013,ipod touch a tendance choisir chansons jacky cheung chaque fois dis mélanger,,,,0.0
12503,hahaha contente écoutez suivez ici,,,,0.0
2577,12 brésilien existe bande attardé a différence avc portugais disent renseignez vs,,,,1.0
9633,ville amusant,,,,0.0
10937,lors rénovation peu temps après hors maintenant amp réelle difficulté vais être bon amp sache publiquement,,,,0.0
10250,awww désolé tout monde pouvez réjouir apprécie beaucoup trop p,,,,0.0
13024,a rêve merveilleux propos futur mari souviens plus maintenant réveillé sourire visage ça va être bonne journée,,,,0.0
7575,oui crois fais certain mari bien compris,,,,0.0
3295,ah tiens groupe mongol supporter psg ah medeux,,user user,,0.0
7008,adore arrière plan snoopy,,,,0.0
1675,presentes comme moyenne reseau trophique place peut va,,user user url,,0.0
4251,pense tout monde doit aller acheter chanson tina parol a argent itunes maintenant,,,,0.0
6480,salut autres tweeters plaît suivez bgluxurybandb choses énormes arrivent très bientôt truc super super mignon,,,,0.0
9496,minute plus heure lever letodododay right,,,,0.0
6946,effrayé bijebus hors merci quel point ambre amberlovely nom utilisateur fait tout sens,,,,0.0
6376,passé excellente journée travail être payé aimez peut être doit être meilleur sentiment jamais,,,,0.0
85,laisse tomber mongol,,user,,1.0
540,rt gauchiste libertaire catholique tres orthodoxe,,user user user user user,,1.0
8481,pris pause twitter maintenant retour,,,,0.0
10568,lecture 4 bonne journée hier pouvait concentrer bu trop café retour thé plus sain 2 jours,,,,0.0
10100,haha sup,,,,0.0
12822,e mail cool salut david robinson davidrdesign beck beck suit maintenant mises jour twitter quot,,,,0.0
2443,vérité gauchiste,,url,,1.0
4259,sieste auparavant pensant avoir vraiment besoin maintenant reviens plus tard twitterpeeps,,,,0.0
3812,bien évidemment mauvaise foi sale attardé cul fait sente,,user url,,0.0
507,é mongol,,user,,0.0
13780,va traiter cousin nicko 7 ans sundae glace bien faire lecture,,,,0.0
10981,va aller école revenir autour 4,,,,0.0
13585,vont faire leurs 5 5 encore,,,,0.0
12507,salut non fais bon ajout objectif article vais vérifier aujourd hui quelqu autre a commentaires,,,,0.0
11974,pense vas bien,,,,0.0
6956,dit dit enfin écouté,,,,0.0
2094,oui maman violences chez aucun cas violenc,,user user user user url,,0.0
323,tous gens refusent céder terrorisme intellectuel ça doit effrayer plus,,user,,0.0
4737,regardais fierté préjugés meilleurs films jamais adore film livre aussi,,,,0.0
7879,écoutant richard hawley bébé lumière,,,,0.0
10584,souviens faire document recherche présentation sujet lol,,,,0.0
1850,dingue terrorisme intellectuel sous tend cette vaguelette prot,,user url,,1.0
12484,souhaite spoj puisse traiter iiit hyderabad quot iiit hyderabad quot iiit hyderabad 1 nom score mieux,,,,0.0
4229,conduisais vieille route madras vélo a concept appelé parking côté,,,,0.0
1177,germain dirait mongol franchement joueur importe quel attaquant national fait mieux,,user,,0.0
2986,toujours demande pourquoi renois moquent peau blanche,,,,1.0
7429,aimons,,,,0.0
5107,g night jeune reposez bien,,,,0.0
4838,peut être si écoute musique hawaienne tous jours vie plus détendue via a travaillé,,,,0.0
1165,simon gamin loin être plus attardé réseau,,,,0.0
1043,quel mongol mec,,user user,,0.0
6027,trafic enfer athènes dois quitter travail trouver plus proche chez,,,,0.0
11318,bientôt école rencontrer statistiques canada mitchell soir,,,,0.0
10005,oui vers heure 5 6 commencé sentir folle,,,,0.0
5399,oh nouveau logo a présenté,,,,0.0
12421,regarde fleurs lvly,,,,0.0
10206,ouf juste fait travers choses difficiles épidurale maintenant présent laura nouveau heureux plusieurs doigts cassés,,,,0.0
3139,ahh da va raconter ça village pro mama frança arabes,,user,,0.0
8557,a réussi réparer mousse cassée 2 min enregistrer démo bien joué,,,,0.0
9413,lire midnighters livre 1 encore yayyerz,,,,0.0
11521,bonjour contente voir ici suivrai maintenant btw joli fond,,,,0.0
4004,retourne pays sale arabe oups,,user,,1.0
10028,im maintenant fille twitter lt 3,,,,0.0
2140,blanc accepté jouer clip insoumis bien pensant gauchiste,,url,,0.0
13378,si peux arrêter autant encore,,,,0.0
2885,rebeus renoises blanche argent,,url,,1.0
7740,oui aléatoire compteur caractères être juste site bien vécu refonte suffit trouver temps,,,,0.0
7853,pense déjà fait cardiff ici viens,,,,0.0
13371,commençant journée attitude positive être superbe grandeur montre,,,,0.0
10868,commencer fumée eau,,,,0.0
3747,complètement attardé possible,,,,0.0
2902,rt putain quel attarde,,user url,,1.0
13890,cuisiner poulet sucré aigre,,,,0.0
11078,vu cerfs cour depuis fenêtre chambre matin,,,,0.0
2306,rt deni realite definit pratiquement pensee gauchiste prend allure delire psychiatrique,,user user,,1.0
2611,facs pourdlards gauchiste ça jamais secret,,url,,1.0
10474,coooeee comment passé journée,,,,0.0
1059,sanctions contre dictature russe contre invasion occupation ukraine 10000 morts 50000 ble,,url,,1.0
174,comme tout bon gauchiste respecte préférez critiquer fait parlé type,,user url,,1.0
1304,juste nul adolescent attardé griffes vulgaire rombière entouré pires tocards carriér,,url,,1.0
6798,remercie essaierai emmener bientôt cette offre,,,,0.0
89,violence dont produit,,user,,1.0
1239,rétorique préferée extreme droite raciste ami arabe ca marche,,user user url,,0.0
5402,vais entraîner bug système merci dieu shihan arrive,,,,0.0
9435,omgg nom génial hamster,,,,0.0
12570,sort lauren friday efron rach sleeper samedi mcfly rach eeee,,,,0.0
5918,lol passé heure coucher rendez demain,,,,0.0
10919,bonjour belle révision réveil ciel bleu revoir,,,,0.0
10431,ooh combien excitant très jaloux si fait vais juin où restes,,,,0.0
10306,essayant concentrer travail ça semble fonctionner,,,,0.0
5714,déteste spectacles tout défendent quelle façon faire voir ridicule cept audrina,,,,0.0
10644,bonjour ms hoooooooey,,,,0.0
6507,quelques jours trop dire mauvaise chose être perte mots utilisez cerveau choses beaucoup plus importantes,,,,0.0
1308,donc viens insulter arabes fdp propose encore bras mdrrrr passe maison e,,url,,1.0
3494,yuri ct miff posé couilles contre réal bernat juste attardé malaga,,user,,0.0
8605,invite opt in dm invite,,,,0.0
13338,objectif aujourd hui compléter tout liste faire sieste toute journée lol,,,,0.0
12760,lol interprétation très intéressante icône,,,,0.0
9226,tout fait salon a juste fait passer magasins maintenant maison café très nécessaire hee,,,,0.0
1502,rebeus kiffent samsungs général g remarqué rebeuses plus iphones,,,,1.0
11020,pourquoi mettre jour peu plus maman passez jour béni,,,,0.0
12674,vérifiez cette vidéo elvis presley lawdy miss clawdy v ypnkmt3qcdu génial jouant jason,,,,0.0
7788,renommée peut changer gens obtenons chose directement a aucune raison changer trouver,,,,0.0
8866,très bien merci haha,,,,0.0
4560,directeur casting a appelé aujourd hui méchante excitée présente producteurs informerai quand sais,,,,0.0
355,comme habitude pauvre petit bonhomme élections afrique,,user url,,1.0
5505,hehehe non peux rapporter bâclé médicaments,,,,0.0
1988,mongol,playstationpgw,url,,1.0
11243,lol wait tant choses lol,,,,0.0
8856,beaucoup oui,,,,0.0
12859,avoir bon jour paresseux rien rien aime,,,,0.0
2068,lol bonne vielle tactique gauchiste répondre questi,,user user user user url,,0.0
2272,quand met place couvre feux violence,,,,0.0
1619,pk ouvre bouche alors sale menteur taime trop renoi vu mm ten presque mdrr,,user,,1.0
2772,toutes façons arabes parlent arabe arabes,,,,1.0
6010,ryanodonnell merci avoir exposé tel événement peut attendre suites inévitables,,,,0.0
1621,gros vas mettre aussi a renois demandent dire nigga dites nigga,,user url,,1.0
1553,arbitre attardé mental,,,,1.0
8617,devez rien apporter place,,,,0.0
6125,bien sûr fais tout ccsf communique 5 dev macbook pro,,,,0.0
3439,sale arabe non personne veut trop marre bz chèvres donc haine,,user url,,1.0
1754,tout temps féministe lesbienne luttez mettre droits femme mettre doigts femme,feminisme feminazis,,,0.0
5695,oh merci encore marcher voiture écouter beatles aime,,,,0.0
13075,accueille nouvel employé josie trop mignon a dormi pendant nuit nuit dernière bonne fille,,,,0.0
12755,bonjour espère super mardi,,,,0.0
7383,mémorisé tout site,,,,0.0
10799,bon commençais inquiéter toujours là quelle pensée réconfortante suppose,,,,0.0
13467,conduisait chaussures talons hauts beaucoup gens peuvent imaginer comment fais peux,,,,0.0
8236,autre jour million livres traiter ah bonne vie,,,,0.0
8465,sortir internet va finir cheveux,,,,0.0
2857,mongol rien lâche mercé jul,lfauit,,,0.0
6975,oui oui oui dsi meilleurs gadgets quot jamais fait,,,,0.0
5366,maintenant josui gd env recherche,,,,0.0
7949,ré parking sûr chapeau fonctionne,,,,0.0
2086,évidemment bon gauchiste ça faydeuxtweets après ça a plus arguments sinon contredit,,url,,0.0
9295,queenbee aujourd hui,,,,0.0
1601,afrique désertique,,,,1.0
6412,autre jour autre coach charge of brummies,,,,0.0
13876,oublier vie secrète comme héros skateboard,,,,0.0
6247,lt lt lt ça va réconforter,,,,0.0
3368,critiquent commu pr amuser galeie pareil pr renois,,user,,1.0
2926,quand disait attardé mental vraiment blague alors,,user user,,0.0
4294,lol compté 15 fois oui traînée aujourd hui savais si tweets sortaient semble comporter maintenant cependant,,,,0.0
759,sale arabe,,,,1.0
7944,juste cookies cuits,,,,0.0
9617,définitivement vrai pouvez oublier héros guitare déchirait chose chansons fob,,,,0.0
591,resultat ideologie gauchistequi nom egalite chances veut g,,user user url,,0.0
317,plus gros attardé,,,,1.0
1930,rafinha putain mongol,,user,,0.0
5191,bien heureux retour photos curvy,,,,0.0
586,mdr rebeus entre parenthèses dernière fois aller coiffeur mec là bas a dir,,user url,,1.0
6861,heure coucher 4h lol reposez génial avoir bord,,,,0.0
9511,cool bien si cela nécessite intervention humaine résout toujours problème,,,,0.0
7251,regardez célébrité jeté roches piqonnade satisfaisante,,,,0.0
13842,bon point eh bien solution passez az manque petit munchkin,,,,0.0
9502,alors vérifiez groupe belle musique détendre,,,,0.0
6490,a autres qualités assez chanceux,,,,0.0
5699,matin philip quelle douleur ahem,,,,0.0
13774,hip hop ici bas sol grant green importe quoi bob james,,,,0.0
4415,megan traine,,,,0.0
11456,adore message bonne nuit si lu matin,,,,0.0
1081,attardé fait câblé,,user user,,0.0
12707,beau chose charmante dire,,,,0.0
6055,devrait discuter puisque savez changerai opinion,,,,0.0
13666,oh alors où parti ça,,,,0.0
9160,a tout tas personnes bizarres suivent alors vais juste faire plus lecture prétendre elles là,,,,0.0
11579,vraiment pire bien île caithness endroit où john o groats grand ciel grosse eau arc ciel,,,,0.0
13210,fâchez vaut peine parvenir font suffisamment gens leurs comptes si populaires,,,,0.0
9074,a tafe 2mor yay presque fini,,,,0.0
678,démontre hors jeu mongol apprend foot boloss,,user user,,0.0
7893,sous pression maintenant,,,,0.0
411,bon mariage a renois juste assis face lunette soleil oklm 21h48,,,,1.0
11674,wow merci renvoi très apprécié pensez pourriez apprécier cela,,,,0.0
1665,grave genre empire mongol truc comme ça,,user,,0.0
1787,aime arabes,,user user,,1.0
899,attardé tombé,,,,1.0
5138,ok lit demain ouvre magasin freddy eddy,,,,0.0
2351,raphaela é mongol,,,,0.0
5725,adore cible aussi hiii nicole,,,,0.0
6955,plein espoir tout va bien aussi,,,,0.0
13761,lol a aucune honte,,,,0.0
13155,rendu compte prémed congrats daphne tout projet visite ohio réunion conservatrice historique campus magnifique,,,,0.0
7884,faisant meilleurs efforts prochains événements aus,,,,0.0
7819,humide qld décidé voulais toute nouvelle armoire aujourd hui décidant enfin veux faire 16ème,,,,0.0
3956,plutôt saucisse lomé vais enfoncer œsophage sale renoi,,user,,1.0
4191,insistant test mathématiques uhhh 2 jours avant vacances printemps,,,,0.0
1267,rt trouve ca gauchiste dire 17 novembre mouvement extreme droite cependant peut nier fait,,user,,1.0
2811,spectacle malik bentalha nul 0 humoristes rebeus tjrs obligés sortir vieux clichés rabaisser parents triste,,,,1.0
7026,aime fait vient récupérer timbre 1ère classe affranchi 54p mine allllll mine,,,,0.0
6256,vraiment honoré,,,,0.0
6884,travaille,,,,0.0
12756,jour 6 sens bien bien pense temps faire nettoyage printemps tout fume comme fumée,,,,0.0
12075,isca bbs,,,,0.0
230,voisin dessus psg mongol vient faire énorme hurlement criant mbappeeeeee o,,url,,0.0
6881,tout fait sûr cet enfant endormi très sûr vouloir garder,,,,0.0
7830,baaaaack,,,,0.0
319,g envie pleurer pourquoi darons renois comme ça,,url,,1.0
9542,dernièrement mauvais modèle faire quoi twitter faites moins 80 publication twitter engager gens,,,,0.0
12033,veux remercier tous ceux aidé rejoindre 650 adeptes merci gars rock,,,,0.0
10001,inscris fois sirius xm,,,,0.0
3698,parler prénom nom bande attardé,,user user,,0.0
5961,merci wp e commerce très buggy pense ferai chose personnalisée maintenant trouver temps,,,,0.0
6838,fribourg leipers reste maison a plus espace zurich,,,,0.0
1023,violence va perverse gouvernance française,,user,,0.0
1800,mdr ça fait rire fois bus vois monte grand renois zehef dit 5ans hebs ecoute,,url,,1.0
11421,école baise vais être retard comme toujours bien moins encore jour école versant peux aller idole,,,,0.0
10542,bonjour todd,,,,0.0
9871,oh chérie pourquoi puis être angleterre coincé australie,,,,0.0
5484,ignorez problème mysql jusqu demain certainement encore administrateur système hea,,,,0.0
1545,rt invasion subissons celle touristes cet homme historien gauchiste,,user url,,1.0
12581,ouais savez pense resterai maison aussi,,,,0.0
6725,a comme ça depuis certain temps a aussi paxman faire démarrer,,,,0.0
7324,dame a acheté bracelet illustré alors arrière plan page twitter portait encore semaine plus tard a retiré aime ça,,,,0.0
6111,viens lire nouveau travail félicitations fantastique,,,,0.0
10779,école pâques pendant deux heures double musique yay xx,,,,0.0
8696,o oui sûr content vérifié nouveau quelle heure onish jaaaaaah lolm,,,,0.0
8410,nuit webdotwizards maison communauté rushworth webdotwiz ici début,,,,0.0
9045,amie jugement tout comme fait a créé problème amis a écrit plus doux,,,,0.0
13827,newcastle lieu réel a aucun mérite occupe,,,,0.0
1656,mongol capable gérer amant marocain,,url,,1.0
8377,très heureuse remercier pc peut maintenant regarder équipe temps ligne si manque,,,,0.0
7407,hahaha wow quelqu recherche bonne fille espère pouvons faire quelque chose alors espère quelqu dit oui,,,,0.0
3979,plus respect iraniens rebeus france mettent huile,,user user url,,1.0
9173,si sentez offensé marketing stupéfiant twitter aussi gt cul,,,,0.0
4916,accord dents assez faibles comme cas sans blanchir couches après couches oh victoire mort,,,,0.0
4110,oui jours non maintenant autour 1 47ish,,,,0.0
1273,diversion terrorisme causer im,,user user user url,,0.0
5241,aime grotte cello vu convergence 13 heureux trouver twitter continue être génial,,,,0.0
3883,enfin dis ca plutot notoriété publique turbo gauchiste là ca re,,user url,,0.0
566,crisse quelle argent va faire crisse mongol,,user user,,0.0
6222,va être revoir gens,,,,0.0
692,renois trompent beaucoup blancs trompent mieux mdr waow keske raconte,,,,1.0
928,a meuf classe pleins racisme envers arabes taleur traiter asiatique,,url,,1.0
1523,anti vaccins nourrissent tentation jouant,complotiste,user,,0.0
10668,ville déjeuner,,,,0.0
8852,bonsoir monsieur comment passe travellin man lol,,,,0.0
11062,shostack maison extérieur,,,,0.0
7346,peut être effrayant temps peu kinky,,,,0.0
12083,si lisez ceci devrais faire travail,,,,0.0
12081,excellente publication vais retourner faveur btw compétences conception lisses très vimeo twitter,,,,0.0
2798,vu vient maroc certainement affilier djihadistes parfais islamo ga,,user url,,1.0
9766,meilleur,,,,0.0
9594,miley luv cette vidéo mitchelmusso v s7ajedgmd4s amp feature related trooop mignon,,,,0.0
13742,demande arrivé reste démarrage bon travail nettoyage piste souhaite tout monde fait,,,,0.0
10539,hooray génial heure où bonnes nouvelles,,,,0.0
4206,hahah encore bientôt très bientôt,,,,0.0
2410,comment place phase renois stamford bridge pfiou prend importe leuleu,,,,1.0
10241,aller salle gym puis travailler,,,,0.0
2110,gros marre renois cherche regard a,,user user user user user url,,1.0
11434,effectivement devriez lire publications réchauffement climatique suffit faire recherche site réchauffement climatique amusez,,,,0.0
10790,passer travers gens besoin sincérité alors authentique,,,,0.0
3727,lanceur alerte blague vieux prêtre aigri adolescent attardé veut découd,,user url,,0.0
8118,autre belle journée brighton soleil fait couler créativité juste tasse rapide thé vert b4 frappe ponts,,,,0.0
550,via,,url url,,1.0
1099,sista renois 20 ça,,url,,1.0
6107,viens couper cheveux ça semble vraiment mieux,,,,0.0
9788,quelle couleur préférée,,,,0.0
13217,vraiment intéressé vais tirer informations dm bien sûr sens libre partager réponse reviendrai,,,,0.0
2396,selon chercheurs éo peuvent réduire violence chez jeunes royaume u,jeuxvid,,,1.0
3435,gauchiste toujours ado attardéfaut vouloir,,user user user user url,,0.0
8674,vais acheter billet slam dunk aujourd hui,,,,0.0
7370,excuse aussi comme fonctionne manière comme re tweet cependant re,,,,0.0
6006,fois plus resté fatigué dois faire preuve statoo tôt bonne chose aime travail,,,,0.0
1941,croisés contre attaquent,avortement,url,,1.0
5051,priez ami travail tardif priez tout passe bien énergie seigneur dieu bon,,,,0.0
4980,dont besoin projet actuel plaisir amusement police géniale,,,,0.0
7597,vie déjà bénédiction savez jamais quand point être encore plus béni gardez tête bonne nuit twitter monde,,,,0.0
6743,waheyy froid améliore semble bonne journée aujourd hui,,,,0.0
